id,serial_number,script,date,numerical_date_start,numerical_date_end,cla_volume,cla_number,provenance,provenance_type,provenance_lat,provenance_lon,contents,support,name,url,tm_number,is_public,created_at,updated_at,deleted_at,image_name,image_copyright,image_source_url,facsimile_url,script_commentary,admin_notes,library_id,city,library,library_lat,library_lon,,
1512,1139,Anglo-Saxon Majuscule,VIII,701,800,8,1052,"Written in a Northumbrian centre, to judge by script and initials. Came to Bavaria probably with the Anglo-Saxon missionaries. For the suggestion that Boniface himself in 739 presented this volume to Bishop Gaubald of Regensburg (739–761), there exists no authentic proof; additions in the Calendar and especially the entry of the name of the Regensburg martyr, St Emmeram, suggest that the manuscript was already at Regensburg in the eighth century. Later dismembered and used for bindings. Both bifolia were acquired at Regensburg. The Berlin fragment is now kept in the Universitätsbibliothek in Tübingen.",,,,Kalendarium et Sacramentarium Gelasianum (fragm.).,Parchment,,,TM 67189,1,2/18/2016 16:23:14,12/9/2016 15:03:16,,,,,,"Script, by a master penman, is a compressed Anglo-Saxon majuscule recalling the Durham Cassiodorus (CLA [2.152](https://elmss.nuigalway.ie/catalogue/467)): uncial and minuscule **d** are used; **n** and **r** are mostly minuscule, **S** mostly majuscule. Some entries in the Calendar which clearly refer to Bavaria and Regensburg are in Anglo-Saxon compressed majuscule verging on minuscule, saec. VIII², of the type seen in Munich CLM 14080 and 14653 from Regensburg; another entry is in pre-Caroline minuscule resembling Beneventan, saec. VIII, and yet another is in pre-Caroline minuscule saec. VIII–IX.",☛K. Gamber. 'Fragmentblätter eines Regensburger Evangeliars aus dem Ende des 8. Jahrhunderts.' [Scriptorium 34 (1980) 72–77](http://www.persee.fr/doc/scrip_0036-9772_1980_num_34_1_1158).,200,Regensburg,Private Collection Walderdorff,49.013407,12.101631,http://elmss.nuigalway.ie/api/v1/catalogue/1512,http://elmss.nuigalway.ie/catalogue/1512
1515,1144,Anglo-Saxon Minuscule,VIII ex,776,800,8,1055,"Written in an important Anglo-Saxon centre in the Mainz-Fulda-Hersfeld region, partly the work of the scribe Adalhartus (fol. 241). Given to the monastery of St Vincentius in Metz by Deodericus, bishop of that city (965–984). Belonged to the Jesuit College de Clermont, then passed into the Meerman collection in 1764 and into that of Sir Thomas Phillipps in 1824. Bought by the Berlin Royal Library in 1887.",,,,"Augustinus, In Evangelium Iohannis.",Parchment,,,TM 67192,1,2/18/2016 16:23:14,12/9/2016 15:08:47,,,,,,"Script is an expert Anglo-Saxon minuscule of a distinct type with characteristically long descenders and the **Ᵹ** with a protruding chest or resembling a flat-topped elongated yogh; **d** has two forms, uncial and minuscule; **N** is occasionally majuscule; capital **T** occurs in mid-word; one scribe begins the first shaft of **m** and similar strokes with a short hair-line; various ligatures with **e**: **ei**, **er**, **es**, etc. Corrections in Caroline minuscule saec. X.",,17,Berlin,"Staatsbibliothek zu Berlin, Preußischer Kulturbesitz",52.493805,13.455292,http://elmss.nuigalway.ie/api/v1/catalogue/1515,http://elmss.nuigalway.ie/catalogue/1515
1533,1159,Anglo-Saxon Minuscule,VIII²,751,800,8,1068,"Written presumably in South England, possibly in an Anglo-Saxon centre on the Continent. The manuscript to which the fragments are pasted belonged to the monastery of Werden-on-Ruhr: the ex-libris saec. XV stands on fol. 2.",,,,Vitae Sanctorum (fragm.).,Parchment,,,TM 67207,1,2/18/2016 16:23:14,10/13/2016 16:39:37,,,,,,"Script is an Anglo-Saxon minuscule with some majuscule elements: **a** has two forms, the closed minuscule form or the majuscule form with the upper parts of the two bows forming a straight line; **d** occurs in both uncial and minuscule forms; **n** and **r** may easily be confused; **b** and **ꞅ** occur in ligature with **u** suprascript in the bus-ending.",,17,Berlin,"Staatsbibliothek zu Berlin, Preußischer Kulturbesitz",52.493805,13.455292,http://elmss.nuigalway.ie/api/v1/catalogue/1533,http://elmss.nuigalway.ie/catalogue/1533
1535,1161,Anglo-Saxon Minuscule,VIII ex–IX in,775,825,8,1070,"Written apparently in an Anglo-Saxon centre on the Continent, possibly at Werden itself. Used for rewriting, together with other Werden manuscripts, around the year 1500; the erased Werden ex-libris, saec. XIII, stands on fol. 66, a palimpsest calendar fragment. Other entries: 'Codex monasterii sci Ludgeri episcopi in Werdena', saec. XV–XVI (fol. 1), and a similar and contemporary one in curious Greek letters (front fly-leaf).",,,,"Gregorius Magnus, Dialogi (3.30, 34, 35).",Parchment,,,TM 67209,1,2/18/2016 16:23:14,12/9/2016 16:02:11,,,,,http://www.manuscripta-mediaevalia.de/?xdb_objtype%21%2522digitalisierteHandschriften%2522%20r5a:*%20r5a%21%2522D%25C3%25BCsseldorf%2522#|4,Script is an Anglo-Saxon minuscule; the ligature **tio** occurs.,"☛CLA date (VIII–IX) changed to follow Bischoff, Katalog 1 nos. 653–56.",352,Bonn,Universitäts- und Landesbibliothek,50.731533,7.108971,http://elmss.nuigalway.ie/api/v1/catalogue/1535,http://elmss.nuigalway.ie/catalogue/1535
1561,1188,Anglo-Saxon Minuscule,VIII med,726,775,8,1095,"Written presumably in Northumbria or on the Continent in an Anglo-Saxon centre with Northumbrian connections. The manuscript seems to have reached the Reichenau region early, since it was completed there, and probably at Reichenau itself, in the beginning of the ninth century.",,,,"Gregorius Magnus, Homiliae in Ezechielem (1.8–12).",Parchment,,,TM 67235,1,2/18/2016 16:23:15,10/30/2016 12:03:17,,,,,http://digital.blb-karlsruhe.de/blbhs/content/pageview/248002,"Script, by more than one hand, is a regular Anglo-Saxon minuscule of the type seen in the Maaseik Gospels (CLA [10.1558](https://elmss.nuigalway.ie/catalogue/283)): the ligature **st** occurs. Part of the first column of fol. 54 is erased and rewritten by an Anglo-Saxon minuscule hand saec. VIII ex.",,25,Karlsruhe,Badische Landesbibliothek,49.00689,8.403653,http://elmss.nuigalway.ie/api/v1/catalogue/1561,http://elmss.nuigalway.ie/catalogue/1561
1579,1205,Anglo-Saxon Majuscule,VIII² ,751,800,8,1112,Written in England or in an Anglo-Saxon centre on the Continent. The fragment was used in the binding of the Reichenau paper MS 138.,,,,"Testamentum Vetus (Vulgata, Ps 16, 17).",Parchment,,,TM 67252,1,2/18/2016 16:23:15,12/12/2016 12:57:57,,,,,http://digital.blb-karlsruhe.de/blbhs/content/pageview/26710,"Script is a compressed Anglo-Saxon majuscule: **ꝺ** and **S** have the majuscule form, **n** and **r** have the minuscule and are easily confused.",,25,Karlsruhe,Badische Landesbibliothek,49.00689,8.403653,http://elmss.nuigalway.ie/api/v1/catalogue/1579,http://elmss.nuigalway.ie/catalogue/1579
1587,1213,Anglo-Saxon Majuscule,VIII ex,776,800,8,1120,"Origin uncertain. The fragment comes from the binding of Karlsruhe, MS Aug. 241.",0,,,"Hieronymus, Chronicon (fragm.).",Parchment,,,TM 67260,1,2/18/2016 16:23:15,11/22/2016 14:18:53,,,,,http://digital.blb-karlsruhe.de/blbhs/content/pageview/27455,"Script is a compressed Anglo-Saxon majuscule verging on minuscule: **ꝺ** and **R** are regularly uncial, **N** and **S** occur in both uncial and minuscule forms.",,25,Karlsruhe,Badische Landesbibliothek,49.00689,8.403653,http://elmss.nuigalway.ie/api/v1/catalogue/1587,http://elmss.nuigalway.ie/catalogue/1587
1591,1217,Anglo-Saxon Majuscule verging on Minuscule,VIII ex,776,800,8,1124 (+ 10.**1124),"Written in an Anglo-Saxon centre presumably on the Continent, and probably the very centre whence came most of the other Karlsruhe Anglo-Saxon grammatical fragments (see following numbers) and the Gotha Aldhelm (CLA [8.1207](https://elmss.nuigalway.ie/catalogue/1685)); the last once belonged to Murbach the home of an Insular settlement ('uiuarium peregrinorum’). The Charisius folios and the Diomedes, Consentius, Boniface, and Martianus Capella fragments (CLA [8.1125](https://elmss.nuigalway.ie/catalogue/1592), [1126](https://elmss.nuigalway.ie/catalogue/1593), [1127](https://elmss.nuigalway.ie/catalogue/1595), and [1129](https://elmss.nuigalway.ie/catalogue/1598)) may originally have formed a corpus of grammarians, since they have palaeographical features in common and are not far apart in size. The Karlsruhe fragments come from the binding of two Reichenau volumes, Aug. 141 and 164.",,,,"Charisius, Ars Grammatica (2, 3, fragm.).",Parchment,,,TM 67264,1,2/18/2016 16:23:15,12/13/2016 13:01:44,,,,,http://digital.blb-karlsruhe.de/blbhs/content/titleinfo/24335,"Script is a small, rather decrepit Anglo-Saxon majuscule verging on minuscule: **a** is normally majuscule, **d** has both majuscule and minuscule forms, **n** and **r** are regularly minuscule and easily confused, **S** is mostly majuscule; **Ᵹ** has various forms; some ligatures: the **fi** ligature resembles minuscule **ꞅ** with the top transected by an **s**-like stroke. Script shows some kinship with that of the grammatical fragments in CLA [8.1126](https://elmss.nuigalway.ie/catalogue/1593), [8.1127](https://elmss.nuigalway.ie/catalogue/1595), and [8.1129](https://elmss.nuigalway.ie/catalogue/1598).",,25,Karlsruhe,Badische Landesbibliothek,49.00689,8.403653,http://elmss.nuigalway.ie/api/v1/catalogue/1591,http://elmss.nuigalway.ie/catalogue/1591
1592,1218,Anglo-Saxon Mixed Minuscule,VIII ex,776,800,8,1125,"Written in an Anglo-Saxon scriptorium presumably on the Continent, probably the centre which produced the [Gotha Aldhelm](https://elmss.nuigalway.ie/catalogue/1685) and other grammatical texts mentioned in the [preceding item](http://elmss.nuigalway.ie/catalogue/1591). The fragments come from the bindings of Karlsruhe MSS Aug. 176 and 241.",,,,"Diomedes, Ars Grammatica (fragm.).",Parchment,,,TM 67265,1,2/18/2016 16:23:15,11/22/2016 14:21:57,,,,,http://digital.blb-karlsruhe.de/blbhs/content/pageview/27698,"Script, by two hands, is a large ungainly Anglo-Saxon minuscule mixed with some majuscule elements: **Ᵹ** occurs in the form resembling a flat-topped **3**; the majuscule form of **S** is the rule.",,25,Karlsruhe,Badische Landesbibliothek,49.00689,8.403653,http://elmss.nuigalway.ie/api/v1/catalogue/1592,http://elmss.nuigalway.ie/catalogue/1592
1593,1219,Anglo-Saxon Mixed Majuscule,VIII ex,776,800,8,1126,"Written in an Anglo-Saxon centre presumably on the Continent, probably the same that produced the other grammatical texts mentioned in CLA [8.1124](https://elmss.nuigalway.ie/catalogue/1591). The fragments come from the bindings of Karlsruhe MSS Aug. 145 and 196.",,,,"Consentius, Ars Grammatica, De Nomine et Verbo (fragm.).",Parchment,,,TM 67266,1,2/18/2016 16:23:15,12/13/2016 13:04:31,,,,,http://digital.blb-karlsruhe.de/blbhs/content/pageview/27703,"Script, by two hands, is a rather gauche Anglo-Saxon majuscule verging on minuscule: **a** has both majuscule and minuscule forms, **n** and **r** are regularly minuscule, **S** is mostly majuscule; noteworthy is the curious form of **g** with the extended flat top. The script bears a general resemblance to that of the grammatical fragments in CLA [8.1124](https://elmss.nuigalway.ie/catalogue/1591), [1127](https://elmss.nuigalway.ie/catalogue/1595), and [1129](https://elmss.nuigalway.ie/catalogue/1598).",,25,Karlsruhe,Badische Landesbibliothek,49.00689,8.403653,http://elmss.nuigalway.ie/api/v1/catalogue/1593,http://elmss.nuigalway.ie/catalogue/1593
1595,1220,Anglo-Saxon Majuscule and Minuscule,VIII ex,776,800,8,1127,"Written in an Anglo-Saxon scriptorium presumably on the Continent, probably the same one that produced the other grammatical texts mentioned in CLA [8.1124](https://elmss.nuigalway.ie/catalogue/1591). Later at Reichenau, where it was used for binding purposes. The St Paul fragments come from St Blasien in the Black Forest; they belonged to the collection formed by the Prince-Abbot Martin Gerbert.",,,,"Bonifatius, Epistula ad Sigebertum; Tatuinus, Ars Grammatica (fragm.).",Parchment,,,TM 67267,1,2/18/2016 16:23:15,11/22/2016 14:24:15,,,,,http://digital.blb-karlsruhe.de/blbhs/content/pageview/40822,"Script, by several hands, is partly Anglo-Saxon majuscule with **n** and **r** regularly minuscule, partly Anglo-Saxon majuscule verging on minuscule, and partly a rather curious Anglo-Saxon minuscule; one hand recalls the Gotha Aldhelm (CLA [8.1207](https://elmss.nuigalway.ie/catalogue/1686)); **g** resembles a flat-topped **3**.","☛Formerly Sankt Paul im Lavanttal, Stiftsbibliothek 29.4.9 (foll. 5–6).",49,Sankt Paul im Lavanttal,Stiftsbibliothek,46.70563,14.86741,http://elmss.nuigalway.ie/api/v1/catalogue/1595,http://elmss.nuigalway.ie/catalogue/1595
1598,1223,Anglo-Saxon Minuscule,VIII ex,776,800,8,1129,"Written in an Anglo-Saxon scriptorium presumably on the Continent, probably the one that produced the other grammatical texts mentioned in CLA [8.1124](https://elmss.nuigalway.ie/catalogue/1591). The fragments come from Reichenau where they were used in the binding of Karlsruhe MS Aug. 199.",,,,"Martianus Capella, De Nuptiis Philologiae et Septem Artibus Liberalibus (3.313–319).",Parchment,,,TM 67269,1,2/18/2016 16:23:15,12/13/2016 13:12:38,,,,,http://digital.blb-karlsruhe.de/blbhs/content/pageview/40905,Script is an ungainly Anglo-Saxon minuscule with some majuscule elements: **g** mostly resembles a flat-topped **3**; the majuscule form of **S** predominates; both branches of **y** curve to the right; the script has a general kinship with that seen in other Karlsruhe grammatical fragments enumerated in CLA [8.1124](https://elmss.nuigalway.ie/catalogue/1591).,,25,Karlsruhe,Badische Landesbibliothek,49.00689,8.403653,http://elmss.nuigalway.ie/api/v1/catalogue/1598,http://elmss.nuigalway.ie/catalogue/1598
1602,1229,Anglo-Saxon Minuscule,VIII–IX,701,900,8,1133,"Written most likely in Germany, in one of the Anglo-Saxon missionary centres. The fragments were preserved at Fritzlar, whence presumably one leaf migrated to Kassel.",,,,"Priscianus, Institutiones Grammaticae (10.12–21, 14.33–35).",Parchment,,,TM 67272,1,2/18/2016 16:23:15,12/13/2016 13:20:32,,,,,http://orka.bibliothek.uni-kassel.de/viewer/image/1336394845365/1/,"Script is a rather vigorous, yet somewhat compressed Anglo-Saxon minuscule of a distinct type: **d** has two forms; down-strokes often have an unexpected short hair-line finial at the top, a sign of decline. Glosses in ninth-century Caroline minuscule show Anglo-Saxon influence.","☛Formerly Salzburg, Stiftsarchiv St Peter Schatzkammer without number.",374,Magdeburg,Universitätsbibliothek,52.1205,11.6276,http://elmss.nuigalway.ie/api/v1/catalogue/1602,http://elmss.nuigalway.ie/catalogue/1602
1603,1230,Anglo-Saxon Majuscule and Minuscule,VIII,701,800,8,1134,"Written probably in a Northumbrian centre and doubtless copied in the Ambrose part from an ancient exemplar. Belonged later to the monastery of Fulda, and is apparently mentioned in the catalogue drawn up about the year 850. Came to Kassel with other Fulda manuscripts in or after 1632, perhaps from the Fulda Jesuit college.",,,,"Hieronymus, Altercatio (Luciferiani et Orthodoxi), Epistula ad Pammachium, Commentarii in Ecclesiastem; Ambrosius, Apologia David.",Parchment,,,TM 67273,1,2/18/2016 16:23:15,12/13/2016 13:22:35,,,,,http://orka.bibliothek.uni-kassel.de/viewer/image/1326354409669/1/,"Script is bold Anglo-Saxon by several hands: the main hand (foll. 2–23, 40–63) is a compressed and roundish majuscule (up to fol. 44), with final line or lines in pointed minuscule recalling the Leningrad Bede; foll. 44v ff. are entirely in this minuscule script (both these Anglo-Saxon types recall CLA [8.1189](https://elmss.nuigalway.ie/catalogue/1664)); in the majuscule, **a** has three forms; **d**, **R**, **s** are used more often than **ꝺ**, **r**, **ꞅ**; **n** is the rule; **a** curious slim Anglo-Saxon majuscule verging increasingly on minuscule with some cursive features is seen on foll. 23v ff. Corrections by eighth-century Anglo-Saxon minuscule hands. A Latin word is scratched in with stylus on fol. 27, a Runic alphabet following the Latin alphabetical order on fol. 63. The front cover is part of the original red leather binding with a delicately stamped cross-pattern.",,207,Kassel,Landesbibliothek,51.312711,9.479746,http://elmss.nuigalway.ie/api/v1/catalogue/1603,http://elmss.nuigalway.ie/catalogue/1603
1606,1232,Anglo-Saxon Majuscule verging on Minuscule,VIII,701,800,8,1136,"Written in an Anglo-Saxon centre in Germany, possibly in Fulda itself, to judge by the script. Came from Fulda in or after 1632.",,,,"Primasius, In Apocalypsim.",Parchment,,,TM 67275,1,2/18/2016 16:23:15,12/13/2016 13:29:17,,,,,http://orka.bibliothek.uni-kassel.de/viewer/image/1327998817683/1/,"Script, mainly by two hands, is a compressed and in one hand somewhat diluted Anglo-Saxon majuscule: **a** has various forms including one with a flat top and resembling Visigothic **t** (also found in Kassel Theol. Fol. 25 and Anhang 18, and Paris Lat. 10399, CLA [8.1137](https://elmss.nuigalway.ie/catalogue/1608), [1143](https://elmss.nuigalway.ie/catalogue/1614), and CLA [5.596](https://elmss.nuigalway.ie/catalogue/963)); **d** occurs in both uncial and minuscule forms; **n** is regularly, **r** mostly minuscule; **S** is mostly majuscule and unusual in size; **g** in ligature is often s-shaped; **q** is sometimes **9**-shaped (e.g. fol. 57); **y** has both branches curving to the right; **z** occurs in a prancing form (e.g. fol. 65); a third, somewhat broader, imitative Anglo-Saxon majuscule hand on fol. 55, using **d** and **ꝺ**, **n**, **R**, **S**, recalls the script of Würzburg M. p. th. f. 13 and 78 (CLA, [9.1404](https://elmss.nuigalway.ie/catalogue/1908) and [1425](https://elmss.nuigalway.ie/catalogue/1936)). The Explicit on fol. 72 ends: 'deo gratis ago omnipotenti dno; :-:-.' A few corrections in Insular minuscule saec. VIII; other corrections are saec. XII.",,207,Kassel,Landesbibliothek,51.312711,9.479746,http://elmss.nuigalway.ie/api/v1/catalogue/1606,http://elmss.nuigalway.ie/catalogue/1606
1608,1233,Anglo-Saxon Minuscule,VIII² ,751,800,8,1137,"Written most likely in an Anglo-Saxon centre in Germany, perhaps at Fulda itself. Later dismembered and used for bookbindings. Came to Kassel about 1632.",,,,"Testamentum Vetus (Vulgata, Ps 118.31–107).",Parchment,,,TM 67276,1,2/18/2016 16:23:15,12/13/2016 13:30:42,,,,,,"Script is a somewhat compressed Anglo-Saxon minuscule recalling Northumbrian models: the upper parts of the two bows of **a** form one straight horizontal line (a similar form is seen in Kassel Theol. Fol. 24, CLA [8.1136](https://elmss.nuigalway.ie/catalogue/1606)); **n** and **r** are easily confused.",,207,Kassel,Landesbibliothek,51.312711,9.479746,http://elmss.nuigalway.ie/api/v1/catalogue/1608,http://elmss.nuigalway.ie/catalogue/1608
1609,1234,Anglo-Saxon Majuscule,VIII² ,751,800,8,1138,"Written apparently in a South English centre, perhaps in the same scriptorium as the Corpus Glossary (CLA [2.122](https://elmss.nuigalway.ie/catalogue/435)). Was at Fulda by the ninth century. Came to Kassel in or after 1632.",,,,"Gregorius Magnus, Regula Pastoralis.",Parchment,,,TM 67277,1,2/18/2016 16:23:15,10/31/2016 14:13:46,,,,,http://orka.bibliothek.uni-kassel.de/viewer/image/1328007059258/1/LOG_0000/,"Script is a rather clumsy Anglo-Saxon majuscule: uncial **A** occurs with its bow pointed and extending below the line; **d** is regularly minuscule, **n** mostly; **R** with the shaft going far below the line is regularly majuscule, **S** mostly; both branches of **y** curve to the right. Corrections in Anglo-Saxon minuscule saec. VIII–IX and in Caroline minuscule of the Fulda type saec. IX. Some Old High German glosses scratched in with stylus.",,207,Kassel,Landesbibliothek,51.312711,9.479746,http://elmss.nuigalway.ie/api/v1/catalogue/1609,http://elmss.nuigalway.ie/catalogue/1609
1611,1236,Anglo-Saxon Minuscule,VIII² ,751,800,8,1140,"Written apparently in Northumbria, to judge from certain palaeographical features. Belonged to Fulda probably by the ninth century; 'historia anglorum b' in minuscule saec. IX is seen on the pigskin envelope. The fifteenth-century Fulda press-mark 'XXXIIII. 02. 7' is seen on the front cover. Came to Kassel in or after 1632.",,,,"Beda, Historia Ecclesiastica Gentis Anglorum (4–5).",Parchment,,,TM 67279,1,2/18/2016 16:23:15,12/13/2016 13:35:26,,,,,http://orka.bibliothek.uni-kassel.de/viewer/image/1333026103678/1/,"Script, by more than one hand, is a skilful and rapid Anglo-Saxon minuscule; the eye of **e** is often detached; initial **i**-longa occurs frequently with a break at the foot; subscript **i** occurs; the **ei** ligature is often used; descenders are long; the bow of **q** at the beginning of sentences resembles a prancing **z**.",,207,Kassel,Landesbibliothek,51.312711,9.479746,http://elmss.nuigalway.ie/api/v1/catalogue/1611,http://elmss.nuigalway.ie/catalogue/1611
1614,1239,Anglo-Saxon Minuscule,VIII² ,751,800,8,1143,"Written most likely in England, possibly in an Anglo-Saxon centre on the Continent. Served as an envelope for a book of exercises, according to a note saec. XVIII.",,,,"Cassianus, Collationes (7.30–8.1).",Parchment,,,TM 67282,1,2/18/2016 16:23:15,10/31/2016 14:26:08,,,,,,"Script is a rather stiff, compressed, slim Anglo-Saxon minuscule with some majuscule elements, namely uncial **A** and open **a** with the upper parts of the two bows running together in a straight line; **g** resembles a flat-topped elongated **3**; **R** and **r**, **ꞅ** more often than **S**; **y** has both branches curving to the right.",,274,Kassel,Landesbibliothek Manuskripten-Anhang,51.312711,9.479746,http://elmss.nuigalway.ie/api/v1/catalogue/1614,http://elmss.nuigalway.ie/catalogue/1614
1615,1240,Anglo-Saxon Minuscule,VIII–IX (798),701,900,8,1144,"Written in an Anglo-Saxon centre in Germany, possibly at Hersfeld. The fragment now at Hersfeld was used in 1582 for binding the records of the leper hospital; the Kassel bifolium was found between records originally in the Hersfeld 'Reichskammergericht’. To judge by script, punctuation, and measurements it is possible that the fragment of Lib. 31 now in the binding of Durham C. IV. 8 (CLA [2.155](https://elmss.nuigalway.ie/catalogue/470)) is a remnant of the sixth volume of the same series of Gregory's work. The seventh volume usually comprised Libb. 32–35.",,,,"Gregorius Magnus, Moralia in Iob (23.47–49, 31.9–11, 33.47–49, 35.21–26).",Parchment,,,TM 66259,1,2/18/2016 16:23:15,12/15/2016 11:28:29,,,,,http://orka.bibliothek.uni-kassel.de/viewer/image/1343807662971/1/,"Script is an Anglo-Saxon minuscule by more than one scribe: the long descenders are characteristic; **g** has two forms, one with a sharp protruding chest, the other resembling a slim, flat-topped **3**; **i**-longa occurs even medially; subscript **i** after **n**.","☛Bischoff, Katalog 1 no. 965. ☛Formerly Kassel, Landesbibliothek Manuskripten-Anhang 19.",207,Kassel,Landesbibliothek,51.312711,9.479746,http://elmss.nuigalway.ie/api/v1/catalogue/1615,http://elmss.nuigalway.ie/catalogue/1615
1616,1241,Anglo-Saxon Minuscule,VIII ex,776,800,8,1145,Written most probably in an Anglo-Saxon centre on the Continent. Used as a jacket for a book printed at Marburg in 1642.,,,,"Hieronymus, Prologus in Danielem (fragm.).",Parchment,,,TM 67283,1,2/18/2016 16:23:15,12/13/2016 13:50:41,,,,,http://orka.bibliothek.uni-kassel.de/viewer/image/1343807743064/1/,Script is an Anglo-Saxon minuscule leaning to the right; descenders are short.,"☛Formerly Kassel, Landesbibliothek Manuskripten-Anhang 19 (1 a). ☛Formerly Marburg, Hessisches Staatsarchiv Best. 315 I No. 321–325.",207,Kassel,Landesbibliothek,51.312711,9.479746,http://elmss.nuigalway.ie/api/v1/catalogue/1616,http://elmss.nuigalway.ie/catalogue/1616
1635,1259,Anglo-Saxon Majuscule and Minuscule,VIII in,701,725,8,1163,"Written doubtless in Northumbria, whence the manuscript was brought to the Continent. Was probably at Cologne by the eighth century. For modern history, see CLA [8.1146](https://elmss.nuigalway.ie/catalogue/1617); its Darmstadt number was 2336.",,,,Collectio Canones Sanblasiana.,Parchment,,,TM 67303,1,2/18/2016 16:23:15,12/13/2016 15:20:55,,,,,http://www.ceec.uni-koeln.de/ceec-cgi/kleioc/0010/exec/pagepro/%22kn28-0213_001.jpg%22/segment/%22body%22,"Script is a bold Anglo-Saxon majuscule, by several scribes: **d**, **n**, **r**, **s** are used in both majuscule and minuscule forms, but minuscule **d**, **n**, **r** predominate; **Ᵹ** is rather long; **n** at line-ends is occasionally placed sideways in a 3-shaped form; **u** here and there is suprascript and cup-shaped; Anglo-Saxon minuscule is used for the subscriptions of the bishops (foll. 16 ff., 57v ff., 60v ff., and 76v ff.), for the whole of fol. 83r, and especially for the final line or lines (mostly three) of all other pages, the last line being sometimes almost pure cursive with e having the lower bow reversed. Some corrections or notes in pointed Insular minuscule, partly of the Northumbrian type (fol. 27v). The entry 'SIGIBERTUS SCRIPSIT' in uncial saec. VIII (fol. 143) is presumably by the same scribe who entered his name in Cologne MS 212 (see CLA [8.1162](https://elmss.nuigalway.ie/catalogue/1633)).",,357,Cologne,Dombibliothek,50.944549,6.952206,http://elmss.nuigalway.ie/api/v1/catalogue/1635,http://elmss.nuigalway.ie/catalogue/1635
1637,1260,Anglo-Saxon Minuscule and Pre-Caroline Minuscule,VIII ex,776,800,8,1164,"Origin uncertain, but doubtless some Continental centre with Anglo-Saxon traditions, most likely in the Corbie area. The manuscript probably belonged early to the Cologne cathedral library, where our fragments were used in the bindings of MSS 34 and 211.",0,,,"Isidorus, Epistula ad Massonam; De Mutatione Lunae; Glossae in Apocalypsim.",Parchment,,,TM 67304,1,2/18/2016 16:23:15,12/13/2016 15:22:47,,,,,,"Script is a rather cursive and somewhat diluted Anglo-Saxon minuscule, showing Continental influence and recalling the Vatican Theodore of Mopsuestia (CLA [1.4](https://elmss.nuigalway.ie/catalogue/6)); a graceful pre-Caroline minuscule betraying Insular influence and faintly recalling some features of the Corbie a-b type (ligatures **et** and **gy**) is seen on the lower half of one page.",,357,Cologne,Dombibliothek,50.944549,6.952206,http://elmss.nuigalway.ie/api/v1/catalogue/1637,http://elmss.nuigalway.ie/catalogue/1637
1639,1261,Anglo-Saxon Majuscule,VIII,701,800,8,1165,"Written probably in Northumbria, possibly in a Continental centre under Northumbrian influence. The fragments were used as fly-leaves in bindings from the monastery of Gross-Sankt-Martin in Cologne.",,,,Sacramentarium Gelasianum (fragm.).,Parchment,,,TM 67305,1,2/18/2016 16:23:15,12/13/2016 15:24:05,,,,,,"Script is a large Anglo-Saxon majuscule by more than one hand: uncial **A** with the bow hanging below the line, occurs at line-ends; **d** and **n** are usually minuscule, **R** and **S** usually majuscule.",,208,Cologne,Historisches Archiv,50.937531,6.960279,http://elmss.nuigalway.ie/api/v1/catalogue/1639,http://elmss.nuigalway.ie/catalogue/1639
1655,1278,Anglo-Saxon Minuscule,VIII ex,776,800,8,1181,"Written in an Anglo-Saxon centre in Germany. Dresden portion perished in 1945. S.**1181 entry: Fulda fragment was salvaged from the binding of Robert Belarminius, Recognitio librorum omnium Rob. Card. Bellarminii, etc., Ingolstadii, 1608.",,,,"Scottus Anonymus, Commentarius in Matthaeum (fragm.).",Parchment,,,TM 67322,1,2/18/2016 16:23:16,12/17/2016 16:03:13,,,,,,"Script is an Anglo-Saxon minuscule of a distinct Germanic type: noteworthy are the long ascenders and descenders and the theta-shaped **e**; **a** has both open and closed forms; **g** has three forms one with protruding chest, one resembling an elongated numeral **3** with a tiny top, and in ligature with **i** a form resembling an elongated **s**.","☛Bischoff, Katalog 1 no. 1048.",216,Fulda,Bischofliches Priesterseminar,50.55581,9.680845,http://elmss.nuigalway.ie/api/v1/catalogue/1655,http://elmss.nuigalway.ie/catalogue/1655
1659,1281,Anglo-Saxon Majuscule,VIII² ,751,800,8,1184,Written presumably in England. Provenance not known.,,,,"Isidorus, De Ortu et Obitu Patrum (5–7, 85–86), Prooemia in Libros Veteris et Novi Testamenti, Allegoriae (Praef., 1–7, 18–31).",Parchment,,,TM 67325,1,2/18/2016 16:23:16,12/13/2016 16:35:40,,,,,http://www.manuscripta-mediaevalia.de/?xdb_objtype%21%2522digitalisierteHandschriften%2522%20r5a:*%20r5a%21%2522D%25C3%25BCsseldorf%2522#|4,"Script is an affected and somewhat compressed Anglo-Saxon majuscule with **d**, **N** and **n**, **R**, **S** and **ꞅ**; **e** in ligature is tall and mostly open.",,217,"San Marino, Calif.",Huntington Library,34.121397,-118.106458,http://elmss.nuigalway.ie/api/v1/catalogue/1659,http://elmss.nuigalway.ie/catalogue/1659
